model_id,scene,corridor,split,trained_on,labelled,threshold,true_count,raw_detections,kept_after_dedup,count_ratio,count_error_pct,tp,precision,recall,f1,tp_greedy,precision_greedy,recall_greedy,f1_greedy,labels_multi_matched,dets_multi_matching,centered_recall,centered_kp_err_px,matched_kp_err_px,score_p10,score_p25,score_median,score_p75,score_p90,score_mean,kp_score_mean,mean_streak_len_m,median_collinearity_px,windows,valid_km2,det_per_km2,eval_seconds
kprcnn-adamiak-v2,blaine-bellingham_02_20260528,blaine-bellingham/I-5-north,unseen,0,1,0.3,50,0,0,0.0,100.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,,,,,,,,,,,,3906,11.149,0.0,185.4
kprcnn-adamiak-v2,blaine-bellingham_02_20260528,blaine-bellingham/I-5-north,unseen,0,1,0.5,50,0,0,0.0,100.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,,,,,,,,,,,,3906,11.149,0.0,185.4
kprcnn-adamiak-v2,blaine-bellingham_02_20260528,blaine-bellingham/I-5-north,unseen,0,1,0.7,50,0,0,0.0,100.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,,,,,,,,,,,,3906,11.149,0.0,185.4
kprcnn-adamiak-v2,Yakima-Toppenish_04_20260620,Yakima (arid),unseen,0,1,0.3,43,0,0,0.0,100.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,,,,,,,,,,,,4482,12.694,0.0,240.3
kprcnn-adamiak-v2,Yakima-Toppenish_04_20260620,Yakima (arid),unseen,0,1,0.5,43,0,0,0.0,100.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,,,,,,,,,,,,4482,12.694,0.0,240.3
kprcnn-adamiak-v2,Yakima-Toppenish_04_20260620,Yakima (arid),unseen,0,1,0.7,43,0,0,0.0,100.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,,,,,,,,,,,,4482,12.694,0.0,240.3
kprcnn-adamiak-v2,Yakima-Toppenish_02_20260509,Yakima (arid),unseen,0,1,0.3,31,0,0,0.0,100.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,1.669,,,,,,,,,,,4473,12.668,0.0,245.9
kprcnn-adamiak-v2,Yakima-Toppenish_02_20260509,Yakima (arid),unseen,0,1,0.5,31,0,0,0.0,100.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,1.669,,,,,,,,,,,4473,12.668,0.0,245.9
kprcnn-adamiak-v2,Yakima-Toppenish_02_20260509,Yakima (arid),unseen,0,1,0.7,31,0,0,0.0,100.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,1.669,,,,,,,,,,,4473,12.668,0.0,245.9
kprcnn-adamiak-v2,blaine-bellingham_03_20260504,blaine-bellingham/I-5-north,unseen,0,1,0.3,29,0,0,0.0,100.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,,,,,,,,,,,,4089,11.616,0.0,198.0
kprcnn-adamiak-v2,blaine-bellingham_03_20260504,blaine-bellingham/I-5-north,unseen,0,1,0.5,29,0,0,0.0,100.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,,,,,,,,,,,,4089,11.616,0.0,198.0
kprcnn-adamiak-v2,blaine-bellingham_03_20260504,blaine-bellingham/I-5-north,unseen,0,1,0.7,29,0,0,0.0,100.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,,,,,,,,,,,,4089,11.616,0.0,198.0
