model_id,scene,corridor,split,trained_on,labelled,threshold,true_count,raw_detections,kept_after_dedup,count_ratio,count_error_pct,tp,precision,recall,f1,tp_greedy,precision_greedy,recall_greedy,f1_greedy,labels_multi_matched,dets_multi_matching,centered_recall,centered_kp_err_px,matched_kp_err_px,score_p10,score_p25,score_median,score_p75,score_p90,score_mean,kp_score_mean,mean_streak_len_m,median_collinearity_px,windows,valid_km2,det_per_km2,eval_seconds
kprcnn-warmup-v1,auburn-snoqualmie_03_20260614,auburn-snoqualmie/I-90,trained,1,1,0.5,42,185,99,2.357,135.7,35,0.3535,0.8333,0.4965,35,0.3535,0.8333,0.4965,0,0,1.0,0.911,1.086,0.6153,0.7472,0.8775,0.9757,0.9972,0.8405,2.4725,29.76,0.274,3754,6.257,15.82,129.6
kprcnn-warmup-v1,auburn-snoqualmie_03_20260614,auburn-snoqualmie/I-90,trained,1,1,0.7,42,124,78,1.857,85.7,35,0.4487,0.8333,0.5833,35,0.4487,0.8333,0.5833,0,0,1.0,0.911,1.086,0.7566,0.8272,0.946,0.9864,0.999,0.9025,2.9597,30.39,0.286,3754,6.257,12.47,129.6
kprcnn-warmup-v1,Tri-Cities-New_01_20260611,Tri-Cities (arid),trained,1,1,0.3,105,535,303,2.886,188.6,85,0.2805,0.8095,0.4167,85,0.2805,0.8095,0.4167,0,0,1.0,1.02,1.079,0.3756,0.4875,0.6796,0.8962,0.9738,0.685,1.1397,25.33,0.277,13134,19.644,15.42,413.8
kprcnn-warmup-v1,Tri-Cities-New_01_20260611,Tri-Cities (arid),trained,1,1,0.5,105,342,224,2.133,113.3,78,0.3482,0.7429,0.4742,78,0.3482,0.7429,0.4742,0,0,0.9905,1.02,1.014,0.5634,0.6428,0.8127,0.9386,0.9807,0.7854,1.5786,26.53,0.26,13134,19.644,11.4,413.8
kprcnn-warmup-v1,Tri-Cities-New_01_20260611,Tri-Cities (arid),trained,1,1,0.7,105,212,147,1.4,40.0,65,0.4422,0.619,0.5159,65,0.4422,0.619,0.5159,0,0,0.9048,1.02,0.978,0.7416,0.8161,0.8969,0.9658,0.9894,0.8852,1.9873,27.41,0.232,13134,19.644,7.48,413.8
kprcnn-warmup-v1,spokane-i90_01_20260622,Spokane (arid),trained,1,1,0.3,55,213,146,2.655,165.5,36,0.2466,0.6545,0.3582,36,0.2466,0.6545,0.3582,0,0,0.8364,0.823,0.923,0.3294,0.4048,0.5351,0.8016,0.9498,0.596,-0.0154,21.18,0.493,12486,20.149,7.25,386.0
kprcnn-warmup-v1,spokane-i90_01_20260622,Spokane (arid),trained,1,1,0.5,55,117,86,1.564,56.4,30,0.3488,0.5455,0.4255,30,0.3488,0.5455,0.4255,0,0,0.7818,0.823,0.919,0.5261,0.5805,0.7548,0.9131,0.9643,0.7439,0.7236,24.38,0.322,12486,20.149,4.27,386.0
kprcnn-warmup-v1,spokane-i90_01_20260622,Spokane (arid),trained,1,1,0.7,55,64,48,0.873,12.7,22,0.4583,0.4,0.4272,22,0.4583,0.4,0.4272,0,0,0.6727,0.823,0.958,0.7587,0.8061,0.9024,0.9564,0.9788,0.8808,1.596,27.7,0.285,12486,20.149,2.38,386.0
kprcnn-warmup-v1,blaine-bellingham_02_20260528,blaine-bellingham/I-5-north,trained,1,1,0.3,50,167,106,2.12,112.0,36,0.3396,0.72,0.4615,36,0.3396,0.72,0.4615,0,0,0.98,0.943,0.994,0.392,0.5001,0.7145,0.8773,0.9426,0.689,0.6882,26.92,0.324,6668,11.149,9.51,217.2
kprcnn-warmup-v1,blaine-bellingham_02_20260528,blaine-bellingham/I-5-north,trained,1,1,0.5,50,112,79,1.58,58.0,34,0.4304,0.68,0.5271,34,0.4304,0.68,0.5271,0,0,0.98,0.943,1.024,0.5828,0.6762,0.8004,0.9061,0.9561,0.7862,1.2306,28.1,0.3,6668,11.149,7.09,217.2
kprcnn-warmup-v1,blaine-bellingham_02_20260528,blaine-bellingham/I-5-north,trained,1,1,0.7,50,69,56,1.12,12.0,28,0.5,0.56,0.5283,28,0.5,0.56,0.5283,0,0,0.84,0.943,1.019,0.7479,0.7924,0.8638,0.9338,0.9664,0.8595,1.6329,29.79,0.171,6668,11.149,5.02,217.2
kprcnn-warmup-v1,Yakima-Toppenish_04_20260620,Yakima (arid),trained,1,1,0.3,43,331,187,4.349,334.9,34,0.1818,0.7907,0.2957,34,0.1818,0.7907,0.2957,0,0,1.0,0.881,1.238,0.3853,0.4796,0.6743,0.8962,0.9854,0.6788,1.2153,27.34,0.401,7574,12.694,14.73,248.0
kprcnn-warmup-v1,Yakima-Toppenish_04_20260620,Yakima (arid),trained,1,1,0.5,43,204,134,3.116,211.6,33,0.2463,0.7674,0.3729,33,0.2463,0.7674,0.3729,0,0,1.0,0.881,1.242,0.5639,0.6486,0.7825,0.9456,0.9915,0.7888,1.7374,28.19,0.331,7574,12.694,10.56,248.0
kprcnn-warmup-v1,Yakima-Toppenish_04_20260620,Yakima (arid),trained,1,1,0.7,43,130,91,2.116,111.6,31,0.3407,0.7209,0.4627,31,0.3407,0.7209,0.4627,0,0,1.0,0.881,1.234,0.7397,0.7776,0.8972,0.9824,0.9961,0.8795,2.3552,29.76,0.232,7574,12.694,7.17,248.0
kprcnn-warmup-v1,Yakima-Toppenish_02_20260509,Yakima (arid),trained,1,1,0.3,31,182,125,4.032,303.2,23,0.184,0.7419,0.2949,23,0.184,0.7419,0.2949,0,0,1.0,1.154,1.298,0.3517,0.3983,0.5676,0.7736,0.9223,0.6034,0.6843,28.03,0.291,7553,12.668,9.87,239.0
kprcnn-warmup-v1,Yakima-Toppenish_02_20260509,Yakima (arid),trained,1,1,0.5,31,87,71,2.29,129.0,19,0.2676,0.6129,0.3725,19,0.2676,0.6129,0.3725,0,0,0.9677,1.154,1.147,0.5671,0.638,0.7605,0.8847,0.9765,0.7614,1.4453,30.22,0.274,7553,12.668,5.6,239.0
kprcnn-warmup-v1,Yakima-Toppenish_02_20260509,Yakima (arid),trained,1,1,0.7,31,51,44,1.419,41.9,16,0.3636,0.5161,0.4267,16,0.3636,0.5161,0.4267,0,0,0.871,1.154,1.177,0.7343,0.7724,0.8479,0.9418,0.9899,0.858,1.9761,30.18,0.304,7553,12.668,3.47,239.0
kprcnn-warmup-v1,blaine-bellingham_03_20260504,blaine-bellingham/I-5-north,trained,1,1,0.3,29,259,151,5.207,420.7,25,0.1656,0.8621,0.2778,25,0.1656,0.8621,0.2778,0,0,1.0,0.947,1.069,0.371,0.4753,0.6559,0.8733,0.9657,0.6716,1.0224,26.78,0.306,6947,11.616,13.0,224.8
kprcnn-warmup-v1,blaine-bellingham_03_20260504,blaine-bellingham/I-5-north,trained,1,1,0.5,29,163,110,3.793,279.3,22,0.2,0.7586,0.3165,22,0.2,0.7586,0.3165,0,0,1.0,0.947,1.053,0.5787,0.6359,0.7779,0.9039,0.9869,0.7745,1.7072,29.29,0.231,6947,11.616,9.47,224.8
kprcnn-warmup-v1,blaine-bellingham_03_20260504,blaine-bellingham/I-5-north,trained,1,1,0.7,29,102,70,2.414,141.4,22,0.3143,0.7586,0.4444,22,0.3143,0.7586,0.4444,0,0,0.8966,0.947,1.053,0.7429,0.7941,0.8817,0.9575,0.9885,0.8698,2.2758,30.37,0.208,6947,11.616,6.03,224.8
