model_id,scene,corridor,split,trained_on,labelled,threshold,true_count,raw_detections,kept_after_dedup,count_ratio,count_error_pct,tp,precision,recall,f1,tp_greedy,precision_greedy,recall_greedy,f1_greedy,labels_multi_matched,dets_multi_matching,centered_recall,centered_kp_err_px,matched_kp_err_px,score_p10,score_p25,score_median,score_p75,score_p90,score_mean,kp_score_mean,mean_streak_len_m,median_collinearity_px,windows,valid_km2,det_per_km2,eval_seconds
kprcnn-adamiak-v2,auburn-snoqualmie_03_20260614,auburn-snoqualmie/I-90,unseen,0,1,0.5,42,49,43,1.024,2.4,27,0.6279,0.6429,0.6353,27,0.6279,0.6429,0.6353,0,0,0.9762,0.857,0.879,0.5286,0.6517,0.7964,0.9065,0.9435,0.7683,9.6262,32.24,0.349,677,6.257,6.87,166.8
kprcnn-adamiak-v2,auburn-snoqualmie_03_20260614,auburn-snoqualmie/I-90,unseen,0,1,0.7,42,34,30,0.714,28.6,22,0.7333,0.5238,0.6111,22,0.7333,0.5238,0.6111,0,0,0.9048,0.857,0.898,0.7213,0.7926,0.8823,0.9308,0.9596,0.8577,10.3822,33.4,0.34,677,6.257,4.79,166.8
kprcnn-adamiak-v2,Tri-Cities-New_01_20260611,Tri-Cities (arid),unseen,0,1,0.3,105,133,116,1.105,10.5,65,0.5603,0.619,0.5882,65,0.5603,0.619,0.5882,0,0,0.981,0.873,0.981,0.3609,0.4429,0.6396,0.8453,0.9514,0.6451,8.7275,29.2,0.379,2604,19.644,5.91,599.0
kprcnn-adamiak-v2,Tri-Cities-New_01_20260611,Tri-Cities (arid),unseen,0,1,0.5,105,87,75,0.714,28.6,56,0.7467,0.5333,0.6222,56,0.7467,0.5333,0.6222,0,0,0.9143,0.873,0.976,0.5647,0.6442,0.7988,0.9287,0.9712,0.7802,9.9581,30.95,0.293,2604,19.644,3.82,599.0
kprcnn-adamiak-v2,Tri-Cities-New_01_20260611,Tri-Cities (arid),unseen,0,1,0.7,105,56,49,0.467,53.3,38,0.7755,0.3619,0.4935,38,0.7755,0.3619,0.4935,0,0,0.8095,0.873,0.913,0.7438,0.8035,0.9071,0.9431,0.9814,0.8745,10.7462,31.22,0.289,2604,19.644,2.49,599.0
kprcnn-adamiak-v2,spokane-i90_01_20260622,Spokane (arid),unseen,0,1,0.3,55,57,54,0.982,1.8,15,0.2778,0.2727,0.2752,15,0.2778,0.2727,0.2752,0,0,0.5091,0.813,0.831,0.3222,0.3689,0.4608,0.6227,0.8268,0.5188,4.9031,23.53,0.921,2240,20.149,2.68,519.9
kprcnn-adamiak-v2,spokane-i90_01_20260622,Spokane (arid),unseen,0,1,0.5,55,23,23,0.418,58.2,10,0.4348,0.1818,0.2564,10,0.4348,0.1818,0.2564,0,0,0.4182,0.813,0.828,0.5258,0.5834,0.6513,0.8198,0.9227,0.699,7.1281,26.27,0.533,2240,20.149,1.14,519.9
kprcnn-adamiak-v2,spokane-i90_01_20260622,Spokane (arid),unseen,0,1,0.7,55,9,9,0.164,83.6,8,0.8889,0.1455,0.25,8,0.8889,0.1455,0.25,0,0,0.2909,0.813,0.79,0.7853,0.8023,0.8477,0.9248,0.9454,0.8628,10.7864,31.57,0.159,2240,20.149,0.45,519.9
kprcnn-adamiak-v2,blaine-bellingham_02_20260528,blaine-bellingham/I-5-north,unseen,0,1,0.3,50,34,33,0.66,34.0,16,0.4848,0.32,0.3855,16,0.4848,0.32,0.3855,0,0,0.62,1.081,1.463,0.3361,0.3866,0.4806,0.6132,0.8599,0.5389,5.8063,25.06,0.619,1180,11.149,2.96,280.9
kprcnn-adamiak-v2,blaine-bellingham_02_20260528,blaine-bellingham/I-5-north,unseen,0,1,0.5,50,15,15,0.3,70.0,8,0.5333,0.16,0.2462,8,0.5333,0.16,0.2462,0,0,0.48,1.081,1.28,0.5611,0.6001,0.6894,0.8376,0.9039,0.7164,6.6964,26.63,0.268,1180,11.149,1.35,280.9
kprcnn-adamiak-v2,blaine-bellingham_02_20260528,blaine-bellingham/I-5-north,unseen,0,1,0.7,50,7,7,0.14,86.0,3,0.4286,0.06,0.1053,3,0.4286,0.06,0.1053,0,0,0.26,1.081,1.483,0.7985,0.8002,0.8748,0.9021,0.9181,0.8578,6.784,25.89,0.544,1180,11.149,0.63,280.9
kprcnn-adamiak-v2,Yakima-Toppenish_04_20260620,Yakima (arid),unseen,0,1,0.3,43,115,95,2.209,120.9,20,0.2105,0.4651,0.2899,20,0.2105,0.4651,0.2899,0,0,0.9302,1.05,0.96,0.3183,0.3664,0.4706,0.6373,0.8097,0.5183,5.6503,30.04,1.165,1353,12.694,7.48,372.0
kprcnn-adamiak-v2,Yakima-Toppenish_04_20260620,Yakima (arid),unseen,0,1,0.5,43,48,43,1.0,0.0,17,0.3953,0.3953,0.3953,17,0.3953,0.3953,0.3953,0,0,0.8605,1.05,0.898,0.5332,0.583,0.6823,0.7913,0.8732,0.6888,7.0748,32.22,0.654,1353,12.694,3.39,372.0
kprcnn-adamiak-v2,Yakima-Toppenish_04_20260620,Yakima (arid),unseen,0,1,0.7,43,21,20,0.465,53.5,11,0.55,0.2558,0.3492,11,0.55,0.2558,0.3492,0,0,0.6279,1.05,0.862,0.7067,0.7461,0.8085,0.8532,0.934,0.8114,8.1986,34.12,0.422,1353,12.694,1.58,372.0
kprcnn-adamiak-v2,Yakima-Toppenish_02_20260509,Yakima (arid),unseen,0,1,0.3,31,107,95,3.065,206.5,7,0.0737,0.2258,0.1111,7,0.0737,0.2258,0.1111,0,0,0.9677,1.214,0.833,0.3247,0.3606,0.4575,0.5807,0.7072,0.4937,4.3259,30.54,1.471,1350,12.668,7.5,359.7
kprcnn-adamiak-v2,Yakima-Toppenish_02_20260509,Yakima (arid),unseen,0,1,0.5,31,38,36,1.161,16.1,6,0.1667,0.1935,0.1791,6,0.1667,0.1935,0.1791,0,0,0.5484,1.214,0.857,0.5452,0.5768,0.619,0.7221,0.8647,0.6653,5.1858,31.62,1.268,1350,12.668,2.84,359.7
kprcnn-adamiak-v2,Yakima-Toppenish_02_20260509,Yakima (arid),unseen,0,1,0.7,31,12,11,0.355,64.5,4,0.3636,0.129,0.1905,4,0.3636,0.129,0.1905,0,0,0.3548,1.214,0.775,0.7086,0.7749,0.8477,0.8806,0.9271,0.8271,6.6329,29.91,1.295,1350,12.668,0.87,359.7
kprcnn-adamiak-v2,blaine-bellingham_03_20260504,blaine-bellingham/I-5-north,unseen,0,1,0.3,29,42,41,1.414,41.4,15,0.3659,0.5172,0.4286,15,0.3659,0.5172,0.4286,0,0,1.0,0.88,1.016,0.3692,0.4355,0.5392,0.7147,0.7775,0.5794,6.3957,28.39,0.398,1234,11.616,3.53,217.6
kprcnn-adamiak-v2,blaine-bellingham_03_20260504,blaine-bellingham/I-5-north,unseen,0,1,0.5,29,28,27,0.931,6.9,11,0.4074,0.3793,0.3929,11,0.4074,0.3793,0.3929,0,0,0.8966,0.88,1.092,0.5313,0.5402,0.7068,0.765,0.8727,0.677,6.5948,27.4,0.47,1234,11.616,2.32,217.6
kprcnn-adamiak-v2,blaine-bellingham_03_20260504,blaine-bellingham/I-5-north,unseen,0,1,0.7,29,14,14,0.483,51.7,8,0.5714,0.2759,0.3721,8,0.5714,0.2759,0.3721,0,0,0.7931,0.88,1.014,0.7102,0.7215,0.765,0.8442,0.8966,0.7865,7.8894,30.34,0.406,1234,11.616,1.21,217.6
