model_id,scene,corridor,split,trained_on,labelled,threshold,true_count,raw_detections,kept_after_dedup,count_ratio,count_error_pct,tp,precision,recall,f1,tp_greedy,precision_greedy,recall_greedy,f1_greedy,labels_multi_matched,dets_multi_matching,centered_recall,centered_kp_err_px,matched_kp_err_px,score_p10,score_p25,score_median,score_p75,score_p90,score_mean,kp_score_mean,mean_streak_len_m,median_collinearity_px,windows,valid_km2,det_per_km2,eval_seconds
kprcnn-warmup-v1,spokane-i90_01_20260622,Spokane (arid),trained,1,1,0.7,55,86,57,1.036,3.6,27,0.4737,0.4909,0.4821,27,0.4737,0.4909,0.4821,0,0,0.1455,1.135,0.936,0.727,0.8033,0.8966,0.9778,0.9915,0.8786,1.6982,28.31,0.253,3645,20.149,2.83,424.2
kprcnn-warmup-v1,blaine-bellingham_02_20260528,blaine-bellingham/I-5-north,trained,1,1,0.3,50,180,108,2.16,116.0,35,0.3241,0.7,0.443,35,0.3241,0.7,0.443,0,0,0.86,1.322,1.087,0.3638,0.4375,0.6428,0.7816,0.9485,0.6352,0.7846,27.05,0.279,1947,11.149,9.69,232.2
kprcnn-warmup-v1,blaine-bellingham_02_20260528,blaine-bellingham/I-5-north,trained,1,1,0.5,50,105,70,1.4,40.0,31,0.4429,0.62,0.5167,31,0.4429,0.62,0.5167,0,0,0.58,1.322,1.102,0.5681,0.6513,0.7527,0.8808,0.9712,0.7618,1.7457,29.01,0.242,1947,11.149,6.28,232.2
kprcnn-warmup-v1,blaine-bellingham_02_20260528,blaine-bellingham/I-5-north,trained,1,1,0.7,50,57,43,0.86,14.0,21,0.4884,0.42,0.4516,21,0.4884,0.42,0.4516,0,0,0.32,1.322,1.015,0.7325,0.7629,0.8643,0.9488,0.9853,0.857,2.0822,28.73,0.246,1947,11.149,3.86,232.2
kprcnn-warmup-v1,Yakima-Toppenish_04_20260620,Yakima (arid),trained,1,1,0.3,43,300,158,3.674,267.4,33,0.2089,0.7674,0.3284,33,0.2089,0.7674,0.3284,0,0,0.9535,1.203,1.109,0.3701,0.4692,0.6966,0.8916,0.9764,0.6789,1.2942,27.72,0.318,2198,12.694,12.45,264.9
kprcnn-warmup-v1,Yakima-Toppenish_04_20260620,Yakima (arid),trained,1,1,0.5,43,190,108,2.512,151.2,31,0.287,0.7209,0.4106,31,0.287,0.7209,0.4106,0,0,0.7907,1.203,1.144,0.5857,0.6937,0.8459,0.9328,0.9876,0.8071,1.8538,28.86,0.301,2198,12.694,8.51,264.9
kprcnn-warmup-v1,Yakima-Toppenish_04_20260620,Yakima (arid),trained,1,1,0.7,43,125,78,1.814,81.4,25,0.3205,0.5814,0.4132,25,0.3205,0.5814,0.4132,0,0,0.6744,1.203,1.107,0.7646,0.8168,0.8932,0.9682,0.9891,0.8858,2.0557,29.79,0.299,2198,12.694,6.14,264.9
kprcnn-warmup-v1,Yakima-Toppenish_02_20260509,Yakima (arid),trained,1,1,0.3,31,190,123,3.968,296.8,22,0.1789,0.7097,0.2857,22,0.1789,0.7097,0.2857,0,0,0.9032,1.353,1.184,0.3507,0.4259,0.5521,0.7401,0.8532,0.5888,0.6343,26.82,0.329,2196,12.668,9.71,252.5
kprcnn-warmup-v1,Yakima-Toppenish_02_20260509,Yakima (arid),trained,1,1,0.5,31,110,77,2.484,148.4,19,0.2468,0.6129,0.3519,19,0.2468,0.6129,0.3519,0,0,0.6129,1.353,1.147,0.5191,0.57,0.6987,0.8253,0.8812,0.706,1.0607,29.05,0.307,2196,12.668,6.08,252.5
kprcnn-warmup-v1,Yakima-Toppenish_02_20260509,Yakima (arid),trained,1,1,0.7,31,50,37,1.194,19.4,16,0.4324,0.5161,0.4706,16,0.4324,0.5161,0.4706,0,0,0.3226,1.353,1.056,0.7282,0.7795,0.8273,0.8743,0.9113,0.828,1.7118,30.39,0.307,2196,12.668,2.92,252.5
kprcnn-warmup-v1,blaine-bellingham_03_20260504,blaine-bellingham/I-5-north,trained,1,1,0.3,29,311,159,5.483,448.3,21,0.1321,0.7241,0.2234,21,0.1321,0.7241,0.2234,0,0,0.8276,1.197,1.178,0.3385,0.4623,0.6062,0.8253,0.9576,0.6417,0.9545,27.42,0.307,2040,11.616,13.69,256.8
kprcnn-warmup-v1,blaine-bellingham_03_20260504,blaine-bellingham/I-5-north,trained,1,1,0.5,29,196,110,3.793,279.3,19,0.1727,0.6552,0.2734,19,0.1727,0.6552,0.2734,0,0,0.6207,1.197,1.191,0.5494,0.6045,0.7733,0.9018,0.9744,0.7555,1.5224,27.4,0.29,2040,11.616,9.47,256.8
kprcnn-warmup-v1,blaine-bellingham_03_20260504,blaine-bellingham/I-5-north,trained,1,1,0.7,29,103,64,2.207,120.7,13,0.2031,0.4483,0.2796,13,0.2031,0.4483,0.2796,0,0,0.3103,1.197,1.343,0.7672,0.8069,0.8795,0.9578,0.9867,0.8723,2.0063,28.81,0.252,2040,11.616,5.51,256.8
