model_id,scene,corridor,split,trained_on,labelled,threshold,true_count,raw_detections,kept_after_dedup,count_ratio,count_error_pct,tp,precision,recall,f1,tp_greedy,precision_greedy,recall_greedy,f1_greedy,labels_multi_matched,dets_multi_matching,centered_recall,centered_kp_err_px,matched_kp_err_px,score_p10,score_p25,score_median,score_p75,score_p90,score_mean,kp_score_mean,mean_streak_len_m,median_collinearity_px,windows,valid_km2,det_per_km2,eval_seconds
kprcnn-warmup-v1,auburn-snoqualmie_03_20260614,auburn-snoqualmie/I-90,trained,1,1,0.5,42,110,77,1.833,83.3,32,0.4156,0.7619,0.5378,32,0.4156,0.7619,0.5378,0,0,0.9524,0.86,1.006,0.5968,0.7286,0.815,0.9301,0.9892,0.8085,3.1323,30.54,0.297,2230,6.257,12.31,103.6
kprcnn-warmup-v1,auburn-snoqualmie_03_20260614,auburn-snoqualmie/I-90,trained,1,1,0.7,42,74,60,1.429,42.9,29,0.4833,0.6905,0.5686,29,0.4833,0.6905,0.5686,0,0,0.8333,0.86,1.004,0.7437,0.7774,0.8875,0.9575,0.9971,0.869,3.5047,30.5,0.286,2230,6.257,9.59,103.6
kprcnn-warmup-v1,Tri-Cities-New_01_20260611,Tri-Cities (arid),trained,1,1,0.3,105,360,237,2.257,125.7,76,0.3207,0.7238,0.4444,76,0.3207,0.7238,0.4444,0,0,0.9905,0.893,0.958,0.3694,0.4897,0.6687,0.8483,0.9503,0.6723,1.8016,27.53,0.247,7986,19.644,12.06,317.7
kprcnn-warmup-v1,Tri-Cities-New_01_20260611,Tri-Cities (arid),trained,1,1,0.5,105,234,174,1.657,65.7,71,0.408,0.6762,0.509,71,0.408,0.6762,0.509,0,0,0.9429,0.893,0.956,0.577,0.6488,0.7733,0.885,0.9751,0.7703,2.2019,28.02,0.22,7986,19.644,8.86,317.7
kprcnn-warmup-v1,Tri-Cities-New_01_20260611,Tri-Cities (arid),trained,1,1,0.7,105,140,114,1.086,8.6,56,0.4912,0.5333,0.5114,56,0.4912,0.5333,0.5114,0,0,0.8667,0.893,1.0,0.7361,0.7777,0.8537,0.9393,0.9893,0.8566,2.3592,28.15,0.22,7986,19.644,5.8,317.7
kprcnn-warmup-v1,spokane-i90_01_20260622,Spokane (arid),trained,1,1,0.3,55,148,105,1.909,90.9,31,0.2952,0.5636,0.3875,31,0.2952,0.5636,0.3875,0,0,0.9091,0.753,0.916,0.3483,0.4199,0.5396,0.754,0.9502,0.598,0.5244,23.94,0.376,7495,20.149,5.21,295.6
kprcnn-warmup-v1,spokane-i90_01_20260622,Spokane (arid),trained,1,1,0.5,55,81,61,1.109,10.9,26,0.4262,0.4727,0.4483,26,0.4262,0.4727,0.4483,0,0,0.8364,0.753,0.918,0.5222,0.6065,0.7284,0.9053,0.9778,0.7465,1.4804,27.18,0.289,7495,20.149,3.03,295.6
kprcnn-warmup-v1,spokane-i90_01_20260622,Spokane (arid),trained,1,1,0.7,55,42,34,0.618,38.2,22,0.6471,0.4,0.4944,22,0.6471,0.4,0.4944,0,0,0.8,0.753,0.923,0.7329,0.7969,0.8779,0.9612,0.9874,0.8759,2.2193,29.01,0.207,7495,20.149,1.69,295.6
kprcnn-warmup-v1,blaine-bellingham_02_20260528,blaine-bellingham/I-5-north,trained,1,1,0.3,50,121,81,1.62,62.0,33,0.4074,0.66,0.5038,33,0.4074,0.66,0.5038,0,0,0.86,0.832,0.98,0.3459,0.4781,0.6843,0.8643,0.9643,0.6659,1.4299,28.7,0.194,3906,11.149,7.27,164.3
kprcnn-warmup-v1,blaine-bellingham_02_20260528,blaine-bellingham/I-5-north,trained,1,1,0.5,50,78,58,1.16,16.0,29,0.5,0.58,0.537,29,0.5,0.58,0.537,0,0,0.68,0.832,0.988,0.5247,0.6285,0.8177,0.926,0.9695,0.7774,1.8744,30.07,0.194,3906,11.149,5.2,164.3
kprcnn-warmup-v1,blaine-bellingham_02_20260528,blaine-bellingham/I-5-north,trained,1,1,0.7,50,49,40,0.8,20.0,22,0.55,0.44,0.4889,22,0.55,0.44,0.4889,0,0,0.46,0.832,0.963,0.7698,0.8082,0.8738,0.9471,0.9725,0.8753,2.2348,30.45,0.185,3906,11.149,3.59,164.3
kprcnn-warmup-v1,Yakima-Toppenish_04_20260620,Yakima (arid),trained,1,1,0.3,43,205,139,3.233,223.3,32,0.2302,0.7442,0.3516,32,0.2302,0.7442,0.3516,0,0,0.9767,0.77,1.093,0.3566,0.451,0.6169,0.814,0.9351,0.6327,1.6093,29.44,0.237,4482,12.694,10.95,195.8
kprcnn-warmup-v1,Yakima-Toppenish_04_20260620,Yakima (arid),trained,1,1,0.5,43,132,96,2.233,123.3,27,0.2812,0.6279,0.3885,27,0.2812,0.6279,0.3885,0,0,0.9767,0.77,1.056,0.5434,0.6118,0.7252,0.8831,0.9618,0.7417,2.1302,30.55,0.209,4482,12.694,7.56,195.8
kprcnn-warmup-v1,Yakima-Toppenish_04_20260620,Yakima (arid),trained,1,1,0.7,43,70,52,1.209,20.9,19,0.3654,0.4419,0.4,19,0.3654,0.4419,0.4,0,0,0.907,0.77,0.995,0.7326,0.8039,0.8743,0.9404,0.9917,0.8665,2.7706,30.41,0.227,4482,12.694,4.1,195.8
kprcnn-warmup-v1,Yakima-Toppenish_02_20260509,Yakima (arid),trained,1,1,0.3,31,117,80,2.581,158.1,25,0.3125,0.8065,0.4505,25,0.3125,0.8065,0.4505,0,0,1.0,0.867,1.127,0.3404,0.4195,0.6148,0.8261,0.9413,0.6329,1.5248,32.72,0.235,4473,12.668,6.31,187.7
kprcnn-warmup-v1,Yakima-Toppenish_02_20260509,Yakima (arid),trained,1,1,0.5,31,63,53,1.71,71.0,22,0.4151,0.7097,0.5238,22,0.4151,0.7097,0.5238,0,0,0.9032,0.867,1.131,0.5788,0.6154,0.7529,0.878,0.9697,0.7615,1.9642,34.12,0.257,4473,12.668,4.18,187.7
kprcnn-warmup-v1,Yakima-Toppenish_02_20260509,Yakima (arid),trained,1,1,0.7,31,36,32,1.032,3.2,17,0.5312,0.5484,0.5397,17,0.5312,0.5484,0.5397,0,0,0.7419,0.867,1.075,0.7443,0.7797,0.857,0.946,0.9893,0.8612,2.3291,34.43,0.253,4473,12.668,2.53,187.7
kprcnn-warmup-v1,blaine-bellingham_03_20260504,blaine-bellingham/I-5-north,trained,1,1,0.3,29,195,120,4.138,313.8,22,0.1833,0.7586,0.2953,22,0.1833,0.7586,0.2953,0,0,0.931,0.919,1.112,0.3471,0.4562,0.6249,0.8501,0.9163,0.6415,1.2475,28.65,0.279,4089,11.616,10.33,182.8
kprcnn-warmup-v1,blaine-bellingham_03_20260504,blaine-bellingham/I-5-north,trained,1,1,0.5,29,108,79,2.724,172.4,20,0.2532,0.6897,0.3704,20,0.2532,0.6897,0.3704,0,0,0.8966,0.919,0.91,0.5554,0.6335,0.8002,0.8857,0.9362,0.7656,1.676,29.76,0.231,4089,11.616,6.8,182.8
kprcnn-warmup-v1,blaine-bellingham_03_20260504,blaine-bellingham/I-5-north,trained,1,1,0.7,29,61,50,1.724,72.4,20,0.4,0.6897,0.5063,20,0.4,0.6897,0.5063,0,0,0.6897,0.919,0.91,0.7645,0.8271,0.8718,0.9148,0.9463,0.8622,2.3168,31.32,0.202,4089,11.616,4.3,182.8
